interval,time,set,stroke,kg
103,397815,1,50,-0.01
103,397918,1,50,-0.01
103,398022,1,50,-0.01
103,398125,1,50,-0.01
103,398229,1,50,-0.01
103,398332,1,50,-0.01
103,398435,1,50,-0.01
103,398539,1,50,-0.01
103,398642,1,50,-0.01
103,398746,1,50,-0.01
103,398849,1,50,-0.01
103,398953,1,50,-0.01
103,399056,1,50,-0.02
103,399159,1,50,-0.02
103,399263,1,50,-0.03
103,399366,1,50,-0.03
103,399470,1,50,-0.03
103,399573,1,50,-0.03
103,399677,1,50,-0.02
104,399780,1,50,-0.02
103,399884,1,50,-0.02
103,399988,1,50,-0.01
103,400091,1,50,-0.02
103,400195,1,50,-0.02
103,400298,1,50,-0.02
103,400402,1,50,-0.02
103,400505,1,50,-0.02
